ID Number,Forename,Surname,Birth Year,Sex,Age,Mother ID,Father ID,No. of Kids,No. of Friends,Partner ID,MB Type,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Job
199,Lee,Brewster,20,Female,80,44,95,0,4,193,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your torso?,I scarred my torso when I was 16,What happened to your right leg?,I scarred my right leg when I was 34,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Henry Fay?,No. Henry and I don't share any friends,Weaver
200,Jillian,Niven,20,Female,76,46,90,2,4,174,ENTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who were your parents?,My mother was Ruby and my father was Louis,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 72 when he died,Housewife
201,Alicia,Gault,20,Female,80,49,98,3,4,231,ENFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who was your first friend?,My first friend was Ann Dryden,What is your eldest sibling's age?,My eldest sibling is Keira who was born 89 years old,How old was your mother when she died?,My mother was 76 when she died,Do you have any children?,I have 3 wonderful children!,Weaver
202,Lucie,Duncanson,20,Female,78,50,99,1,4,197,ESFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 23,What happened to your left leg?,I scarred my left leg when I was 28,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Ruairidh Noon?,No. Ruairidh and I don't share any friends,Housewife
203,Amelia,Bates,21,Female,71,35,78,2,4,217,ENTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who were your parents?,My mother was Keira and my father was Reece,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 73 when he died,Weaver
204,Aiden,Stephen,21,Male,79,36,91,2,4,208,ESFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old were you when you married Claire?,I married Claire when I was 20 and they were 18,What happened to your right leg?,I burned my right leg when I was 42,Who was your first friend?,My first friend was Arianna Gault,What is your eldest sibling's age?,My eldest sibling is Nova who was born 83 years old,Hunter
205,Innes,Hair,22,Male,77,1,51,3,4,210,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right leg?,I burned my right leg when I was 36,What happened to your right leg?,I lost my right leg when I was 70,What happened to your right arm?,I scarred my right arm when I was 71,How old was your mother when she died?,My mother was 90 when she died,Farmer
206,Blair,Garner,22,Male,34,24,68,1,4,218,ISFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right arm?,I burned my right arm when I was 27,What happened to your left leg?,I lost my left leg when I was 31,Do you have any children?,I just have the one child,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Smith
207,Joanna,Mcghie,22,Female,76,30,81,5,4,219,INTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any shared friends with Reece Ferry?,No. Reece and I don't share any friends,Who were your parents?,My mother was Charlotte and my father was Mohammed,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Housewife
208,Claire,Stephen,22,Female,75,34,86,2,4,204,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your father when he died?,My father was 44 when he died,Who was your first friend?,My first friend was Katie Hampson,What is your eldest sibling's age?,My eldest sibling is Jodie who was born 77 years old,How old was your mother when she died?,My mother was 91 when she died,Weaver
209,Gracie,Compton,23,Female,71,2,53,4,4,238,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any children?,I have 4 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Charley Evans?,No. Charley and I don't share any friends,Who were your parents?,My mother was Katie and my father was Wesley,Farmer
210,Katrina,Hair,23,Female,76,37,93,3,4,205,ESTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 75 when he died,Who was your first friend?,My first friend was Kenzie Bates,Housewife
211,Amelia,Tariq,23,Female,77,49,98,1,4,240,ENFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Keira who was born 89 years old,How old was your mother when she died?,My mother was 76 when she died,Do you have any children?,I just have the one child,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Housewife
212,Jax,Hair,24,Male,54,1,51,2,4,216,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old were you when you married Jill?,I married Jill when I was 20 and they were 18,What happened to your left leg?,I burned my left leg when I was 53,Do you have any shared friends with Jacqueline Bates?,No. Jacqueline and I don't share any friends,Who were your parents?,My mother was Ava and my father was Jay,Farmer
213,Joe,Garner,24,Male,41,24,68,2,4,215,ISFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 88 when he died,Who was your first friend?,My first friend was Jill Hair,Smith
214,Paula,Brownlie,24,Female,74,28,76,3,4,198,ISFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother was 80 when she died,Do you have any children?,I have 3 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Housewife
215,Lorna,Garner,24,Female,76,39,87,2,4,213,INFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any shared friends with Jonathan Little?,No. Jonathan and I don't share any friends,Who were your parents?,My mother was Jordan and my father was Gareth,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Housewife
216,Jill,Hair,25,Female,75,13,63,2,4,212,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your father when he died?,My father was 25 when he died,Who was your first friend?,My first friend was Joe Garner,What is your eldest sibling's age?,My eldest sibling is Jax who was born 79 years old,How old was your mother when she died?,My mother was 71 when she died,Farmer
217,Dylan,Bates,25,Male,75,106,105,2,4,203,ENTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 22,What happened to your right leg?,I scarred my right leg when I was 27,What happened to your left leg?,I burned my left leg when I was 48,What happened to your right arm?,I crippled my right arm when I was 53,Hunter
218,Lyndsey,Garner,25,Female,75,107,118,1,4,206,INFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 22 years old when she had me,Do you have any shared friends with Deborah Skinner?,No. Deborah and I don't share any friends,Who were your parents?,My mother was Bonnie and my father was Martin,Housewife
219,Bradley,Mcghie,25,Male,75,115,116,5,4,207,INTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left leg?,I burned my left leg when I was 18,What happened to your right arm?,I burned my right arm when I was 22,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Smith
220,Jay,Holt,26,Male,65,4,52,4,4,227,INTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 42,How old was your father when he died?,My father was 74 when he died,Who was your first friend?,My first friend was Harley Niven,What is your eldest sibling's age?,My eldest sibling is Louie who was born 37 years old,Farmer
221,Frank,Muldoon,26,Male,72,33,84,1,4,233,ESTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right arm?,I burned my right arm when I was 20,What happened to your left leg?,I burned my left leg when I was 22,How old was your mother when she died?,My mother was 98 when she died,Do you have any children?,I just have the one child,Hunter
222,Rory,Morris,27,Male,36,6,55,5,4,228,INTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your torso?,I lost my torso when I was 36,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Do you have any shared friends with Tracy Drummond?,No. Tracy and I don't share any friends,Who were your parents?,My mother was Matilda and my father was Zak,Farmer
223,Tracy,Drummond,27,Female,73,20,73,3,4,252,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 79 when he died,Who was your first friend?,My first friend was Rory Morris,Farmer
